ModuleID,StudentID,ModuleCompletion
1,14,false
1,29,false
1,44,true
1,59,false
1,74,false
1,89,true
1,104,true
1,119,true
1,134,true
1,149,false
1,164,true
1,179,true
1,194,false
1,209,true
1,224,false
1,239,true
1,254,true
1,269,true
1,284,true
1,299,false
2,1,false
2,15,true
2,16,true
2,30,true
2,31,false
2,45,false
2,46,false
2,60,false
2,61,true
2,75,false
2,76,false
2,90,true
2,91,true
2,105,false
2,106,true
2,120,true
2,121,true
2,135,true
2,136,true
2,150,false
2,151,true
2,165,true
2,166,false
2,180,false
2,181,false
2,195,false
2,196,true
2,210,true
2,211,true
2,225,false
2,226,true
2,240,true
2,241,false
2,255,true
2,256,true
2,270,true
2,271,false
2,285,true
2,286,false
2,300,false
3,7,true
3,22,true
3,37,false
3,52,true
3,67,true
3,82,true
3,97,true
3,112,true
3,127,true
3,142,true
3,157,true
3,172,false
3,187,false
3,202,false
3,217,false
3,232,false
3,247,false
3,262,true
3,277,true
3,292,false
6,9,true
6,24,false
6,39,false
6,54,true
6,69,true
6,84,true
6,99,false
6,114,false
6,129,true
6,144,false
6,159,true
6,174,true
6,189,false
6,204,true
6,219,false
6,234,true
6,249,false
6,264,false
6,279,true
6,294,false
7,10,true
7,25,false
7,40,false
7,55,false
7,70,false
7,85,false
7,100,false
7,115,true
7,130,false
7,145,true
7,160,false
7,175,true
7,190,false
7,205,false
7,220,true
7,235,false
7,250,true
7,265,true
7,280,false
7,295,true
8,13,true
8,28,false
8,43,true
8,58,true
8,73,false
8,88,false
8,103,true
8,118,false
8,133,false
8,148,true
8,163,false
8,178,true
8,193,true
8,208,true
8,223,true
8,238,true
8,253,false
8,268,true
8,283,true
8,298,false
9,4,false
9,13,true
9,19,false
9,28,false
9,34,true
9,43,true
9,49,true
9,58,true
9,64,true
9,73,false
9,79,true
9,88,false
9,94,false
9,103,true
9,109,true
9,118,false
9,124,true
9,133,false
9,139,true
9,148,true
9,154,true
9,163,false
9,169,true
9,178,true
9,184,true
9,193,true
9,199,true
9,208,true
9,214,true
9,223,true
9,229,true
9,238,true
9,244,true
9,253,false
9,259,true
9,268,true
9,274,true
9,283,true
9,289,true
9,298,false
10,6,false
10,8,true
10,12,true
10,21,true
10,23,true
10,27,false
10,36,false
10,38,false
10,42,true
10,51,false
10,53,false
10,57,true
10,66,false
10,68,false
10,72,true
10,81,true
10,83,false
10,87,true
10,96,false
10,98,false
10,102,false
10,111,true
10,113,true
10,117,false
10,126,true
10,128,false
10,132,false
10,141,true
10,143,false
10,147,true
10,156,true
10,158,true
10,162,true
10,171,true
10,173,false
10,177,true
10,186,true
10,188,true
10,192,false
10,201,false
10,203,false
10,207,true
10,216,true
10,218,true
10,222,true
10,231,true
10,233,true
10,237,false
10,246,true
10,248,false
10,252,false
10,261,false
10,263,true
10,267,true
10,276,true
10,278,true
10,282,true
10,291,false
10,293,false
10,297,true
11,2,false
11,7,true
11,10,true
11,15,true
11,17,false
11,22,true
11,25,false
11,30,true
11,32,false
11,37,false
11,40,false
11,45,false
11,47,false
11,52,true
11,55,false
11,60,false
11,62,false
11,67,true
11,70,false
11,75,false
11,77,true
11,82,true
11,85,false
11,90,true
11,92,true
11,97,true
11,100,false
11,105,false
11,107,false
11,112,true
11,115,true
11,120,true
11,122,false
11,127,true
11,130,false
11,135,true
11,137,true
11,142,true
11,145,true
11,150,false
11,152,false
11,157,true
11,160,false
11,165,true
11,167,true
11,172,false
11,175,true
11,180,false
11,182,false
11,187,false
11,190,false
11,195,false
11,197,true
11,202,false
11,205,false
11,210,true
11,212,true
11,217,false
11,220,true
11,225,false
11,227,false
11,232,false
11,235,false
11,240,true
11,242,false
11,247,false
11,250,true
11,255,true
11,257,true
11,262,true
11,265,true
11,270,true
11,272,false
11,277,true
11,280,false
11,285,true
11,287,false
11,292,false
11,295,true
11,300,false
12,12,true
12,27,false
12,42,true
12,57,true
12,72,true
12,87,true
12,102,false
12,117,false
12,132,false
12,147,true
12,162,true
12,177,true
12,192,false
12,207,true
12,222,true
12,237,false
12,252,false
12,267,true
12,282,true
12,297,true
14,15,true
14,30,true
14,45,false
14,60,false
14,75,false
14,90,true
14,105,false
14,120,true
14,135,true
14,150,false
14,165,true
14,180,false
14,195,false
14,210,true
14,225,false
14,240,true
14,255,true
14,270,true
14,285,true
14,300,false
17,7,true
17,22,true
17,37,false
17,52,true
17,67,true
17,82,true
17,97,true
17,112,true
17,127,true
17,142,true
17,157,true
17,172,false
17,187,false
17,202,false
17,217,false
17,232,false
17,247,false
17,262,true
17,277,true
17,292,false
19,13,true
19,28,false
19,43,true
19,58,true
19,73,false
19,88,false
19,103,true
19,118,false
19,133,false
19,148,true
19,163,false
19,178,true
19,193,true
19,208,true
19,223,true
19,238,true
19,253,false
19,268,true
19,283,true
19,298,false
20,13,true
20,28,false
20,43,true
20,58,true
20,73,false
20,88,false
20,103,true
20,118,false
20,133,false
20,148,true
20,163,false
20,178,true
20,193,true
20,208,true
20,223,true
20,238,true
20,253,false
20,268,true
20,283,true
20,298,false
22,4,false
22,12,true
22,19,false
22,27,false
22,34,true
22,42,true
22,49,true
22,57,true
22,64,true
22,72,true
22,79,true
22,87,true
22,94,false
22,102,false
22,109,true
22,117,false
22,124,true
22,132,false
22,139,true
22,147,true
22,154,true
22,162,true
22,169,true
22,177,true
22,184,true
22,192,false
22,199,true
22,207,true
22,214,true
22,222,true
22,229,true
22,237,false
22,244,true
22,252,false
22,259,true
22,267,true
22,274,true
22,282,true
22,289,true
22,297,true
25,2,false
25,17,false
25,32,false
25,47,false
25,62,false
25,77,true
25,92,true
25,107,false
25,122,false
25,137,true
25,152,false
25,167,true
25,182,false
25,197,true
25,212,true
25,227,false
25,242,false
25,257,true
25,272,false
25,287,false
27,14,false
27,15,true
27,29,false
27,30,true
27,44,true
27,45,false
27,59,false
27,60,false
27,74,false
27,75,false
27,89,true
27,90,true
27,104,true
27,105,false
27,119,true
27,120,true
27,134,true
27,135,true
27,149,false
27,150,false
27,164,true
27,165,true
27,179,true
27,180,false
27,194,false
27,195,false
27,209,true
27,210,true
27,224,false
27,225,false
27,239,true
27,240,true
27,254,true
27,255,true
27,269,true
27,270,true
27,284,true
27,285,true
27,299,false
27,300,false
29,8,true
29,12,true
29,15,true
29,23,true
29,27,false
29,30,true
29,38,false
29,42,true
29,45,false
29,53,false
29,57,true
29,60,false
29,68,false
29,72,true
29,75,false
29,83,false
29,87,true
29,90,true
29,98,false
29,102,false
29,105,false
29,113,true
29,117,false
29,120,true
29,128,false
29,132,false
29,135,true
29,143,false
29,147,true
29,150,false
29,158,true
29,162,true
29,165,true
29,173,false
29,177,true
29,180,false
29,188,true
29,192,false
29,195,false
29,203,false
29,207,true
29,210,true
29,218,true
29,222,true
29,225,false
29,233,true
29,237,false
29,240,true
29,248,false
29,252,false
29,255,true
29,263,true
29,267,true
29,270,true
29,278,true
29,282,true
29,285,true
29,293,false
29,297,true
29,300,false
31,5,false
31,14,false
31,20,false
31,29,false
31,35,true
31,44,true
31,50,false
31,59,false
31,65,false
31,74,false
31,80,true
31,89,true
31,95,true
31,104,true
31,110,true
31,119,true
31,125,false
31,134,true
31,140,false
31,149,false
31,155,true
31,164,true
31,170,true
31,179,true
31,185,false
31,194,false
31,200,false
31,209,true
31,215,false
31,224,false
31,230,true
31,239,true
31,245,false
31,254,true
31,260,false
31,269,true
31,275,true
31,284,true
31,290,false
31,299,false
32,8,true
32,15,true
32,23,true
32,30,true
32,38,false
32,45,false
32,53,false
32,60,false
32,68,false
32,75,false
32,83,false
32,90,true
32,98,false
32,105,false
32,113,true
32,120,true
32,128,false
32,135,true
32,143,false
32,150,false
32,158,true
32,165,true
32,173,false
32,180,false
32,188,true
32,195,false
32,203,false
32,210,true
32,218,true
32,225,false
32,233,true
32,240,true
32,248,false
32,255,true
32,263,true
32,270,true
32,278,true
32,285,true
32,293,false
32,300,false
36,2,false
36,14,false
36,17,false
36,29,false
36,32,false
36,44,true
36,47,false
36,59,false
36,62,false
36,74,false
36,77,true
36,89,true
36,92,true
36,104,true
36,107,false
36,119,true
36,122,false
36,134,true
36,137,true
36,149,false
36,152,false
36,164,true
36,167,true
36,179,true
36,182,false
36,194,false
36,197,true
36,209,true
36,212,true
36,224,false
36,227,false
36,239,true
36,242,false
36,254,true
36,257,true
36,269,true
36,272,false
36,284,true
36,287,false
36,299,false
37,4,false
37,14,false
37,19,false
37,29,false
37,34,true
37,44,true
37,49,true
37,59,false
37,64,true
37,74,false
37,79,true
37,89,true
37,94,false
37,104,true
37,109,true
37,119,true
37,124,true
37,134,true
37,139,true
37,149,false
37,154,true
37,164,true
37,169,true
37,179,true
37,184,true
37,194,false
37,199,true
37,209,true
37,214,true
37,224,false
37,229,true
37,239,true
37,244,true
37,254,true
37,259,true
37,269,true
37,274,true
37,284,true
37,289,true
37,299,false
38,4,false
38,6,false
38,19,false
38,21,true
38,34,true
38,36,false
38,49,true
38,51,false
38,64,true
38,66,false
38,79,true
38,81,true
38,94,false
38,96,false
38,109,true
38,111,true
38,124,true
38,126,true
38,139,true
38,141,true
38,154,true
38,156,true
38,169,true
38,171,true
38,184,true
38,186,true
38,199,true
38,201,false
38,214,true
38,216,true
38,229,true
38,231,true
38,244,true
38,246,true
38,259,true
38,261,false
38,274,true
38,276,true
38,289,true
38,291,false
39,3,false
39,18,false
39,33,true
39,48,false
39,63,false
39,78,true
39,93,false
39,108,false
39,123,false
39,138,false
39,153,true
39,168,true
39,183,true
39,198,false
39,213,true
39,228,true
39,243,true
39,258,false
39,273,true
39,288,true
40,1,false
40,16,true
40,31,false
40,46,false
40,61,true
40,76,false
40,91,true
40,106,true
40,121,true
40,136,true
40,151,true
40,166,false
40,181,false
40,196,true
40,211,true
40,226,true
40,241,false
40,256,true
40,271,false
40,286,false
